history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
SNDX;IMOEX;2021-02-10;Индекс МосБиржи;Индекс МосБиржи;3399,66;3437,76;3447,05;3393,98;88964246446,15;0;0;2;17267655855080,582;RUB;5079230865,822700
SNDX;IMOEX;2021-02-09;Индекс МосБиржи;Индекс МосБиржи;3426,86;3461,15;3466,51;3424,39;100583840172,2;0;0;2;17405835878122,59;RUB;5079230865,822700
SNDX;IMOEX;2021-02-08;Индекс МосБиржи;Индекс МосБиржи;3445,9;3412,97;3448,79;3412,97;79666285042,8;0;0;2;17502502031455,205;RUB;5079230865,822700
SNDX;IMOEX;2021-02-05;Индекс МосБиржи;Индекс МосБиржи;3392,73;3396,97;3406,22;3368,58;86654101000,55;0;0;2;17232469191485,635;RUB;5079230865,822700
SNDX;IMOEX;2021-02-04;Индекс МосБиржи;Индекс МосБиржи;3372;3356,23;3384,48;3351,94;88156146300,1;0;0;2;17127146192940,422;RUB;5079230865,822700
SNDX;IMOEX;2021-02-03;Индекс МосБиржи;Индекс МосБиржи;3343,46;3351,99;3376,83;3332,5;79650602206,9;0;0;2;16982192674131,148;RUB;5079230865,822700
SNDX;IMOEX;2021-02-02;Индекс МосБиржи;Индекс МосБиржи;3360,25;3324,24;3366,13;3321,7;98441733596,85;0;0;2;17067476302938,854;RUB;5079230865,822700
SNDX;IMOEX;2021-02-01;Индекс МосБиржи;Индекс МосБиржи;3291,14;3287,96;3305,91;3268,52;86009081257,05;0;0;2;16716477941478,992;RUB;5079230865,822700
SNDX;IMOEX;2021-01-29;Индекс МосБиржи;Индекс МосБиржи;3277,08;3335,13;3337,01;3272,53;112862070786,9;0;0;2;16645067691856,492;RUB;5079230865,822700
SNDX;IMOEX;2021-01-28;Индекс МосБиржи;Индекс МосБиржи;3342,01;3319,16;3359,1;3307,42;91833874030,7;0;0;2;16974834957181,193;RUB;5079230865,822700
SNDX;IMOEX;2021-01-27;Индекс МосБиржи;Индекс МосБиржи;3343,62;3398,38;3408,64;3333,04;105563451141,95;0;0;2;16983021795853,764;RUB;5079230865,822700
SNDX;IMOEX;2021-01-26;Индекс МосБиржи;Индекс МосБиржи;3390,76;3384,99;3408,13;3374,1;80262909286,2;0;0;2;17222476228635,475;RUB;5079230865,822700
SNDX;IMOEX;2021-01-25;Индекс МосБиржи;Индекс МосБиржи;3397,48;3399,28;3425,78;3385,74;106658319745,9;0;0;2;17256571325329,543;RUB;5079230865,822700
SNDX;IMOEX;2021-01-22;Индекс МосБиржи;Индекс МосБиржи;3382,92;3404,36;3404,36;3362,01;110725951850,1;0;0;2;17182640306287,484;RUB;5079230865,822700
SNDX;IMOEX;2021-01-21;Индекс МосБиржи;Индекс МосБиржи;3422,67;3481,74;3489,07;3407,22;114924128365,45;0;0;2;17384532464558,1;RUB;5079230865,822700
SNDX;IMOEX;2021-01-20;Индекс МосБиржи;Индекс МосБиржи;3466,8;3453,54;3482,03;3447,81;75753159519,2;0;0;2;17608678531082,484;RUB;5079230865,822700
SNDX;IMOEX;2021-01-19;Индекс МосБиржи;Индекс МосБиржи;3443,23;3479,53;3491,93;3439,64;86414655412,55;0;0;2;17488969584733,627;RUB;5079230865,822700
SNDX;IMOEX;2021-01-18;Индекс МосБиржи;Индекс МосБиржи;3471,92;3440,56;3475,18;3426,11;92072355104,7;0;0;2;17634666165383,184;RUB;5079230865,822700
SNDX;IMOEX;2021-01-15;Индекс МосБиржи;Индекс МосБиржи;3450,95;3486,02;3509,24;3448,54;104977695775,4;0;0;2;17528152332620,562;RUB;5079230865,822700
SNDX;IMOEX;2021-01-14;Индекс МосБиржи;Индекс МосБиржи;3490,85;3461,83;3507,71;3439,01;108540789766,35;0;0;2;17730857166885,676;RUB;5079230865,822700
SNDX;IMOEX;2021-01-13;Индекс МосБиржи;Индекс МосБиржи;3470,26;3487,92;3504,56;3448,94;99616618242;0;0;2;17626266188165,09;RUB;5079230865,822700
