history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
RTSI;RTSI;2013-12-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1409,28;1409,85;1413,68;1396,81;885743141,86;;;2;210059285264,141;USD;149054669,937500
RTSI;RTSI;2013-12-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1409,85;1412,08;1415,4;1404,61;1069387401,9;;;2;210144243291,647;USD;149054669,937500
RTSI;RTSI;2013-12-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1412,08;1390,61;1413,13;1388,13;1143077227,54;;;2;210477834870,125;USD;149054669,937500
RTSI;RTSI;2013-12-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1390,61;1362,55;1391,85;1362,05;1174987177,64;;;2;207277344961,1;USD;149054669,937500
RTSI;RTSI;2013-12-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1362,55;1364,44;1379,09;1360,25;1258226133,75;;;2;203094506145,196;USD;149054669,937500
RTSI;RTSI;2013-12-04;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1364,44;1372,44;1380,38;1361,21;1314996988,31;;;2;203376686557,194;USD;149054669,937500
RTSI;RTSI;2013-12-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1372,44;1398,74;1400,07;1365,24;1433258769,15;;;2;204569225759,258;USD;149054669,937500
RTSI;RTSI;2013-12-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1398,74;1402,93;1414,17;1396,89;735391954,11;;;2;208488900105,74;USD;149054669,937500
RTSI;RTSI;2013-11-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1402,93;1406,51;1412,58;1393,05;949333033,46;;;2;209112701990,105;USD;149054669,937500
RTSI;RTSI;2013-11-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1406,51;1404,31;1414,14;1403,25;750543939,71;;;2;209646674592,696;USD;999999,999999
RTSI;RTSI;2013-11-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1404,31;1416,43;1425,49;1403,84;1264675737,29;;;2;209318529151,928;USD;999999,999999
RTSI;RTSI;2013-11-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1416,43;1433,55;1444,51;1413,97;1468884815,46;;;2;211124764864,949;USD;999999,999999
RTSI;RTSI;2013-11-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1433,55;1444,91;1452,85;1432,18;978761465,91;;;2;213677191036,729;USD;999999,999999
RTSI;RTSI;2013-11-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1444,91;1425,86;1447,86;1425,14;909353420,48;;;2;215370799079,567;USD;999999,999999
RTSI;RTSI;2013-11-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1425,86;1447,2;1447,2;1423,06;857368288,3;;;2;212530446376,815;USD;999999,999999
