history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
RTSI;RTSI;2020-04-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1099,67;1079,15;1110,4;1071,34;1102362510,65;0;0;2;141126378733;USD;128335613,606000
RTSI;RTSI;2020-04-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1066,01;1011,38;1071,8;1006,96;1284128846,11;0;0;2;136807546255;USD;128335613,606000
RTSI;RTSI;2020-04-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1012,15;1037,69;1037,89;991,49;1410130944,31;0;0;2;129894542201;USD;128335613,606000
RTSI;RTSI;2020-04-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1068,32;1075,22;1079,75;1055,71;908418602,529;0;0;2;137103516589;USD;128335613,606000
RTSI;RTSI;2020-04-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1078,69;1083,27;1092,54;1068,93;947885948,458;0;0;2;138434032775;USD;128335613,606000
RTSI;RTSI;2020-04-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1066,91;1057,13;1087,8;1036,95;1429962025,18;0;0;2;136923153028;USD;128335613,606000
RTSI;RTSI;2020-04-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1046,88;1129,49;1129,49;1045,13;1329654004,95;0;0;2;134351504410;USD;128335613,606000
RTSI;RTSI;2020-04-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1133,23;1133,95;1151,65;1127,19;1127103061,88;0;0;2;145433461710;USD;128335613,606000
RTSI;RTSI;2020-04-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1124,97;1142,9;1148,58;1118,87;647203830,55;0;0;2;144373914443;USD;128335613,606000
RTSI;RTSI;2020-04-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1142,07;1136,22;1148,6;1127,84;494331430,455;0;0;2;146567848461;USD;128335613,606000
RTSI;RTSI;2020-04-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1155,49;1132,27;1170,27;1119,82;1588733593,28;0;0;2;148290705606;USD;128335613,606000
RTSI;RTSI;2020-04-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1114,6;1091,53;1114,6;1083,5;1108655943,62;0;0;2;143043480282;USD;128335613,606000
RTSI;RTSI;2020-04-07;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1099,76;1097,82;1122,88;1087,08;1601518133,42;0;0;2;141138983138;USD;128335613,606000
RTSI;RTSI;2020-04-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1083,43;1069,66;1090,81;1059,31;1177923444,33;0;0;2;139042446124;USD;128335613,606000
RTSI;RTSI;2020-04-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1049,88;1038,92;1070,42;1030,64;1517328887;0;0;2;134737323524;USD;128335613,606000
RTSI;RTSI;2020-04-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1034,06;1011,8;1038,2;983,63;1730770534,23;0;0;2;132707053800;USD;128335613,606000
RTSI;RTSI;2020-04-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;987,75;990,15;995,18;977,48;1017311874,5;0;0;2;126763895862;USD;128335613,606000
RTSI;RTSI;2020-03-31;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1014,44;979,27;1014,51;979,27;1460135891,4;0;0;2;130188844152;USD;128335613,606000
RTSI;RTSI;2020-03-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;958,54;950,2;962,6;926,8;1039472867,43;0;0;2;123014631152;USD;128335613,606000
RTSI;RTSI;2020-03-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;955,34;1013,15;1015,89;945,28;1200576057,98;0;0;2;122603958897;USD;128335613,606000
RTSI;RTSI;2020-03-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1017,03;986,43;1022,02;959,31;1419557489,55;0;0;2;130520676856;USD;128335613,606000
RTSI;RTSI;2020-03-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;981,69;989,49;1027,62;943,02;2162227006,63;0;0;2;125986322405;USD;128335613,606000
