history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
SNDX;IMOEX;2015-07-23;Индекс МосБиржи;Индекс МосБиржи;1616,14;1634,79;1634,9;1614,97;23062741161;;;2;7573030629579,71;RUB;4685888322,267600
SNDX;IMOEX;2015-07-22;Индекс МосБиржи;Индекс МосБиржи;1635,63;1634,89;1635,63;1620,47;26862692731;;;2;7664372322742,18;RUB;4685888322,267600
SNDX;IMOEX;2015-07-21;Индекс МосБиржи;Индекс МосБиржи;1635,69;1627,19;1639,92;1618,58;25349323922;;;2;7664641248348,14;RUB;4685888322,267600
SNDX;IMOEX;2015-07-20;Индекс МосБиржи;Индекс МосБиржи;1626,76;1650,09;1652,05;1619,44;22460865407;;;2;7622809719990,76;RUB;4685888322,267600
SNDX;IMOEX;2015-07-17;Индекс МосБиржи;Индекс МосБиржи;1650,08;1652,52;1660;1646,37;22136563101;;;2;7732107853930,12;RUB;4685888322,267600
SNDX;IMOEX;2015-07-16;Индекс МосБиржи;Индекс МосБиржи;1652,59;1640,81;1652,97;1636,99;20173536045;;;2;7743857713656,6;RUB;4685888322,267600
SNDX;IMOEX;2015-07-15;Индекс МосБиржи;Индекс МосБиржи;1641,22;1638,3;1644,01;1626,17;28224216593;;;2;7690572764960,61;RUB;4685888322,267600
SNDX;IMOEX;2015-07-14;Индекс МосБиржи;Индекс МосБиржи;1647,01;1643;1647,01;1626,09;32488836341;;;2;7717686049220,54;RUB;4685888322,267600
SNDX;IMOEX;2015-07-13;Индекс МосБиржи;Индекс МосБиржи;1642,97;1618,23;1642,97;1617,17;36864576019;;;2;7698783040434,26;RUB;4685888322,267600
SNDX;IMOEX;2015-07-10;Индекс МосБиржи;Индекс МосБиржи;1623,99;1615,11;1625,59;1614,93;26147626552;;;2;7609850067400,98;RUB;4685888322,267600
SNDX;IMOEX;2015-07-09;Индекс МосБиржи;Индекс МосБиржи;1614,59;1595,08;1614,85;1595,02;24711741425;;;2;7565801986012,65;RUB;4685888322,267600
SNDX;IMOEX;2015-07-08;Индекс МосБиржи;Индекс МосБиржи;1595;1614,14;1616,6;1573,95;34970227613;;;2;7474001386734,78;RUB;4685888322,267600
SNDX;IMOEX;2015-07-07;Индекс МосБиржи;Индекс МосБиржи;1614,14;1621,35;1629,59;1606,28;28421883734;;;2;7563679320768,21;RUB;4685888322,267600
SNDX;IMOEX;2015-07-06;Индекс МосБиржи;Индекс МосБиржи;1621,27;1627,71;1627,71;1613,71;25053084669;;;2;7597092200124,97;RUB;4685888322,267600
SNDX;IMOEX;2015-07-03;Индекс МосБиржи;Индекс МосБиржи;1631,65;1641,01;1642,2;1625,42;14641565563;;;2;7645728962566,83;RUB;4685888322,267600
SNDX;IMOEX;2015-07-02;Индекс МосБиржи;Индекс МосБиржи;1641,05;1639,78;1646,96;1633,69;20472966669;;;2;7689773014825,79;RUB;4685888322,267600
SNDX;IMOEX;2015-07-01;Индекс МосБиржи;Индекс МосБиржи;1639,7;1654,57;1659,97;1638,44;25085292936;;;2;7683471375612,02;RUB;4685888322,267600
