history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
SNDX;IMOEX;2016-09-29;Индекс МосБиржи;Индекс МосБиржи;1996,12;1996,99;2006,59;1994,88;24935420420;;;2;9435697481384,81;RUB;4727010743,780600
SNDX;IMOEX;2016-09-28;Индекс МосБиржи;Индекс МосБиржи;1980,68;1977,35;1993,93;1975,84;22889123570;;;2;9362706314479,24;RUB;4727010743,780600
SNDX;IMOEX;2016-09-27;Индекс МосБиржи;Индекс МосБиржи;1975,52;1999,93;1999,93;1975,52;24694472846;;;2;9338311504338,62;RUB;4727010743,780600
SNDX;IMOEX;2016-09-26;Индекс МосБиржи;Индекс МосБиржи;1997,94;2003,48;2007,25;1993,33;23793104426;;;2;9444262153179,22;RUB;4727010743,780600
SNDX;IMOEX;2016-09-23;Индекс МосБиржи;Индекс МосБиржи;2011,83;2022,28;2022,28;1995,14;26324790043;;;2;9509928041835,05;RUB;4727010743,780600
SNDX;IMOEX;2016-09-22;Индекс МосБиржи;Индекс МосБиржи;2025,3;2007,12;2025,3;2001,07;31315037464;;;2;9573600448608,61;RUB;4727010743,780600
SNDX;IMOEX;2016-09-21;Индекс МосБиржи;Индекс МосБиржи;1997,67;1995,13;2004,1;1988,64;23034912380;;;2;9442986308028,07;RUB;4727010743,780600
SNDX;IMOEX;2016-09-20;Индекс МосБиржи;Индекс МосБиржи;1991,78;1984,97;1991,85;1969,41;22024871194;;;2;9415161429138,52;RUB;4727010743,780600
SNDX;IMOEX;2016-09-19;Индекс МосБиржи;Индекс МосБиржи;1986,97;1984,46;1993,49;1981,39;23509153108;;;2;9392430996541,58;RUB;4727010743,780600
SNDX;IMOEX;2016-09-16;Индекс МосБиржи;Индекс МосБиржи;1981,96;1998,14;2004,37;1967,31;36183837796;;;2;9368729864854,93;RUB;4727010743,780600
SNDX;IMOEX;2016-09-15;Индекс МосБиржи;Индекс МосБиржи;1996,58;2003,2;2004,65;1982,95;28369697323;;;2;9185125346437,79;RUB;4600427693,888600
SNDX;IMOEX;2016-09-14;Индекс МосБиржи;Индекс МосБиржи;2004,48;2003,74;2010,47;1995,7;23750715488;;;2;9221452541990,26;RUB;4600427693,888600
SNDX;IMOEX;2016-09-13;Индекс МосБиржи;Индекс МосБиржи;2004,5;2020,6;2026,57;2001,34;21810151968;;;2;9221547685471,69;RUB;4600427693,888600
SNDX;IMOEX;2016-09-12;Индекс МосБиржи;Индекс МосБиржи;2019,9;2017,08;2021,58;2004,43;30435978233;;;2;9292422452899,93;RUB;4600427693,888600
SNDX;IMOEX;2016-09-09;Индекс МосБиржи;Индекс МосБиржи;2028,25;2044,93;2045,04;2028,25;22587475419;;;2;9330810682944,36;RUB;4600427693,888600
SNDX;IMOEX;2016-09-08;Индекс МосБиржи;Индекс МосБиржи;2050,77;2058,73;2063,13;2041,01;30940002754;;;2;9434406455299,28;RUB;4600427693,888600
SNDX;IMOEX;2016-09-07;Индекс МосБиржи;Индекс МосБиржи;2053,75;2042,21;2060,03;2042,12;39263204255;;;2;9448108428682,16;RUB;4600427693,888600
SNDX;IMOEX;2016-09-06;Индекс МосБиржи;Индекс МосБиржи;2039,53;2020,77;2040,42;2017,5;33030717982;;;2;9382712234303,04;RUB;4600427693,888600
SNDX;IMOEX;2016-09-05;Индекс МосБиржи;Индекс МосБиржи;2017,38;2008,69;2019,65;2005,42;26492309941;;;2;9280833045883,38;RUB;4600427693,888600
SNDX;IMOEX;2016-09-02;Индекс МосБиржи;Индекс МосБиржи;2003,77;1978,16;2006,25;1976,62;27771307189;;;2;9218215601021,83;RUB;4600427693,888600
SNDX;IMOEX;2016-09-01;Индекс МосБиржи;Индекс МосБиржи;1976,91;1976,26;1982,26;1969,48;22144993785;;;2;9094629955086,34;RUB;4600427693,888600
SNDX;IMOEX;2016-08-31;Индекс МосБиржи;Индекс МосБиржи;1971,59;1985,84;1988,56;1966,88;29504217107;;;2;9070144889098,78;RUB;4600427693,888600
SNDX;IMOEX;2016-08-30;Индекс МосБиржи;Индекс МосБиржи;1985,69;1989,03;1999,14;1983,84;22499082585;;;2;9135026589821;RUB;4600427693,888600
SNDX;IMOEX;2016-08-29;Индекс МосБиржи;Индекс МосБиржи;1986,72;1985,99;1986,72;1970,53;19262464914;;;2;9139773580030;RUB;4600427693,888600
SNDX;IMOEX;2016-08-26;Индекс МосБиржи;Индекс МосБиржи;1993,35;1984,68;1997,1;1976,87;30444029753;;;2;9170253625731,3;RUB;4600427693,888600
SNDX;IMOEX;2016-08-25;Индекс МосБиржи;Индекс МосБиржи;1985,56;1983,22;1987,35;1969,53;30205974337;;;2;9134442219097,58;RUB;4600427693,888600
SNDX;IMOEX;2016-08-24;Индекс МосБиржи;Индекс МосБиржи;1983,59;1988,08;1989,43;1974,89;20927683750;;;2;9125342200739,4;RUB;4600427693,888600
SNDX;IMOEX;2016-08-23;Индекс МосБиржи;Индекс МосБиржи;1989,51;1976,07;1992,55;1973,43;23113177117;;;2;9152596373342,93;RUB;4600427693,888600
SNDX;IMOEX;2016-08-22;Индекс МосБиржи;Индекс МосБиржи;1979,09;1956,46;1979,09;1948,35;20450956430;;;2;9104657232630,91;RUB;4600427693,888600
SNDX;IMOEX;2016-08-19;Индекс МосБиржи;Индекс МосБиржи;1959,72;1972,89;1974,4;1959,72;19768199622;;;2;9015540889835,7;RUB;4600427693,888600
SNDX;IMOEX;2016-08-18;Индекс МосБиржи;Индекс МосБиржи;1970,07;1971,26;1976,71;1961,35;25565625859;;;2;9063144064396,7;RUB;4600427693,888600
SNDX;IMOEX;2016-08-17;Индекс МосБиржи;Индекс МосБиржи;1969,19;1971,49;1973,02;1959,44;25229268898;;;2;9059110564277,06;RUB;4600427693,888600
SNDX;IMOEX;2016-08-16;Индекс МосБиржи;Индекс МосБиржи;1975,8;1977,76;1994,33;1967,37;28709861841;;;2;9089530755547,83;RUB;4600427693,888600
SNDX;IMOEX;2016-08-15;Индекс МосБиржи;Индекс МосБиржи;1977,28;1969,96;1983,1;1964,84;24312001591;;;2;9096310889159,5;RUB;4600427693,888600
SNDX;IMOEX;2016-08-12;Индекс МосБиржи;Индекс МосБиржи;1967,18;1955,16;1968,18;1952,56;23361605096;;;2;9049890681515,63;RUB;4600427693,888600
SNDX;IMOEX;2016-08-11;Индекс МосБиржи;Индекс МосБиржи;1952,18;1941,32;1952,18;1933,27;21909224810;;;2;8980841973961,47;RUB;4600427693,888600
SNDX;IMOEX;2016-08-10;Индекс МосБиржи;Индекс МосБиржи;1942,67;1956,33;1959,99;1940,63;21488774846;;;2;8937112607475,77;RUB;4600427693,888600
SNDX;IMOEX;2016-08-09;Индекс МосБиржи;Индекс МосБиржи;1956,42;1954,05;1964,58;1948,89;22801536967;;;2;9000358589150,4;RUB;4600427693,888600
SNDX;IMOEX;2016-08-08;Индекс МосБиржи;Индекс МосБиржи;1956,99;1948,51;1956,99;1947,22;20113294541;;;2;9003010554046,54;RUB;4600427693,888600
SNDX;IMOEX;2016-08-05;Индекс МосБиржи;Индекс МосБиржи;1944,31;1946,66;1952,35;1931,01;21406486898;;;2;8944645159950,13;RUB;4600427693,888600
SNDX;IMOEX;2016-08-04;Индекс МосБиржи;Индекс МосБиржи;1944,94;1924,97;1945,14;1924,97;24129989572;;;2;8947542988059,92;RUB;4600427693,888600
SNDX;IMOEX;2016-08-03;Индекс МосБиржи;Индекс МосБиржи;1919,15;1913,14;1922,86;1902,74;23233306954;;;2;8828901072062,53;RUB;4600427693,888600
SNDX;IMOEX;2016-08-02;Индекс МосБиржи;Индекс МосБиржи;1912,69;1946,31;1946,65;1908,89;28399165388;;;2;8799175777165,46;RUB;4600427693,888600
SNDX;IMOEX;2016-08-01;Индекс МосБиржи;Индекс МосБиржи;1947,36;1950,49;1964,27;1941,58;24577652412;;;2;8958687501605,62;RUB;4600427693,888600
SNDX;IMOEX;2016-07-29;Индекс МосБиржи;Индекс МосБиржи;1944,62;1952,82;1955,07;1939,28;30860260699;;;2;8946095776563,68;RUB;4600427693,888600
SNDX;IMOEX;2016-07-28;Индекс МосБиржи;Индекс МосБиржи;1954,45;1938,01;1959,86;1932,63;26728191998;;;2;8991316254081,78;RUB;4600427693,888600
SNDX;IMOEX;2016-07-27;Индекс МосБиржи;Индекс МосБиржи;1938,65;1938,64;1941,15;1928,32;27938465894;;;2;8918607054245,54;RUB;4600427693,888600
