history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
RTSI;RTSI;2017-12-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1131,38;1132,08;1133,01;1123,4;408617698,67;;;2;165085835376;USD;145915610,279500
RTSI;RTSI;2017-12-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1134,25;1134,55;1135,1;1128,54;430477351,91;;;2;165504522201,33;USD;145915610,279500
RTSI;RTSI;2017-12-04;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1133,87;1125,86;1136,45;1113,04;537978597,38;;;2;165449365790,14;USD;145915610,279500
RTSI;RTSI;2017-12-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1133,33;1133,41;1135,25;1124,48;550990718,39;;;2;165370675225,43;USD;145915610,279500
RTSI;RTSI;2017-11-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1131,56;1140,42;1143,83;1126,53;1336855682,45;;;2;165111997847,34;USD;145915610,279500
RTSI;RTSI;2017-11-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1144,68;1159,59;1161,84;1141,64;536526413,1;;;2;167026065260,36;USD;145915610,279500
RTSI;RTSI;2017-11-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1159,41;1155,11;1160,65;1148,07;538927361,61;;;2;169176587325,8;USD;145915610,279500
RTSI;RTSI;2017-11-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1160,56;1165,15;1170,46;1157,89;423776707,83;;;2;169344355230,56;USD;145915610,279500
RTSI;RTSI;2017-11-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1166,09;1158,09;1166,85;1153,37;533271690,96;;;2;170150490208,02;USD;145915610,279500
RTSI;RTSI;2017-11-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1158,62;1163,1;1163,97;1155,34;524833984,64;;;2;169060370235,42;USD;145915610,279500
RTSI;RTSI;2017-11-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1159,11;1148,73;1159,21;1148,73;571214765,09;;;2;169132722494,91;USD;145915610,279500
RTSI;RTSI;2017-11-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1147,61;1131,96;1147,61;1131,73;852868073,41;;;2;167454766712,98;USD;145915610,279500
RTSI;RTSI;2017-11-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1128,72;1137,36;1138,77;1124,89;440745509,92;;;2;164697936060,14;USD;145915610,279500
RTSI;RTSI;2017-11-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1132,45;1127,37;1135,7;1124,14;575401258,43;;;2;165241801055,85;USD;145915610,279500
RTSI;RTSI;2017-11-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1126,52;1117,27;1128,93;1109,72;944410213,88;;;2;164376352337,75;USD;145915610,279500
RTSI;RTSI;2017-11-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1116,53;1129,65;1130,97;1116,47;889242387,79;;;2;162919820923,54;USD;145915610,279500
RTSI;RTSI;2017-11-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1136,86;1149,5;1152,26;1136,86;782457431,64;;;2;165885964445,23;USD;145915610,279500
RTSI;RTSI;2017-11-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1148,79;1154,41;1167,73;1148,72;638791609,54;;;2;167626182687,16;USD;145915610,279500
RTSI;RTSI;2017-11-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;1156,74;1160,76;1164,76;1154,82;1051590587,17;;;2;168787113805,15;USD;145915610,279500
