history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
SNDX;IMOEX;2014-10-01;Индекс МосБиржи;Индекс МосБиржи;1399,99;1410,33;1421,66;1399,61;28794881658;;;2;6668068081308,39;RUB;4762945825,592100
SNDX;IMOEX;2014-09-30;Индекс МосБиржи;Индекс МосБиржи;1411,07;1409,07;1428,09;1402,3;34379151559;;;2;6720840508908,77;RUB;4762945825,592100
SNDX;IMOEX;2014-09-29;Индекс МосБиржи;Индекс МосБиржи;1408,28;1434,99;1444,93;1405,94;28044716283;;;2;6707575394332,58;RUB;4762945825,592100
SNDX;IMOEX;2014-09-26;Индекс МосБиржи;Индекс МосБиржи;1434,2;1435,09;1440,87;1424,43;27264278974;;;2;6831034651115,65;RUB;4762945825,592100
SNDX;IMOEX;2014-09-25;Индекс МосБиржи;Индекс МосБиржи;1436,05;1443,03;1454,26;1435,31;28583336065;;;2;6839831101805,79;RUB;4762945825,592100
SNDX;IMOEX;2014-09-24;Индекс МосБиржи;Индекс МосБиржи;1441,83;1429,97;1447,44;1429,97;27112532783;;;2;6867366819129,17;RUB;4762945825,592100
SNDX;IMOEX;2014-09-23;Индекс МосБиржи;Индекс МосБиржи;1429,45;1413,57;1432,37;1413,49;25653683539;;;2;6808383919755,99;RUB;4762945825,592100
SNDX;IMOEX;2014-09-22;Индекс МосБиржи;Индекс МосБиржи;1412,83;1431,12;1436,21;1412,83;24222806047;;;2;6729253251808,7;RUB;4762945825,592100
SNDX;IMOEX;2014-09-19;Индекс МосБиржи;Индекс МосБиржи;1431,58;1448,19;1454,16;1423,44;41661321148;;;2;6818524090027,49;RUB;4762945825,592100
SNDX;IMOEX;2014-09-18;Индекс МосБиржи;Индекс МосБиржи;1448,63;1449,37;1460,13;1443,75;26613627505;;;2;6899755307298,78;RUB;4762945825,592100
SNDX;IMOEX;2014-09-17;Индекс МосБиржи;Индекс МосБиржи;1449,37;1477,09;1477,09;1437,73;43639537600;;;2;6903283783164,72;RUB;4762945825,592100
SNDX;IMOEX;2014-09-16;Индекс МосБиржи;Индекс МосБиржи;1477,31;1454,13;1483,66;1451,21;34534659889;;;2;7036330612381,47;RUB;4762945825,592100
SNDX;IMOEX;2014-09-15;Индекс МосБиржи;Индекс МосБиржи;1454,19;1457,87;1466,43;1441,26;36468665661;;;2;6556462216365,1;RUB;4508662235,702300
SNDX;IMOEX;2014-09-12;Индекс МосБиржи;Индекс МосБиржи;1458,52;1449,4;1470,49;1440,23;30540111711;;;2;6575983608620,8;RUB;4508662235,702300
SNDX;IMOEX;2014-09-11;Индекс МосБиржи;Индекс МосБиржи;1449,63;1469,4;1479,05;1449,1;30806370159;;;2;6535893707699,45;RUB;4508662235,702300
SNDX;IMOEX;2014-09-10;Индекс МосБиржи;Индекс МосБиржи;1468,55;1466,99;1472,23;1456,21;19594281049;;;2;6621186609667,49;RUB;4508662235,702300
SNDX;IMOEX;2014-09-09;Индекс МосБиржи;Индекс МосБиржи;1468,17;1465,13;1479,64;1465,13;22936789195;;;2;6619470791030,01;RUB;4508662235,702300
SNDX;IMOEX;2014-09-08;Индекс МосБиржи;Индекс МосБиржи;1464,76;1474,38;1478,26;1460,85;26433491805;;;2;6604117625006,14;RUB;4508662235,702300
SNDX;IMOEX;2014-09-05;Индекс МосБиржи;Индекс МосБиржи;1474,71;1456;1481,15;1446,95;37451362820;;;2;6648981302593,65;RUB;4508662235,702300
SNDX;IMOEX;2014-09-04;Индекс МосБиржи;Индекс МосБиржи;1457,34;1449,51;1462,03;1439,38;34234449476;;;2;6570639817053,64;RUB;4508662235,702300
SNDX;IMOEX;2014-09-03;Индекс МосБиржи;Индекс МосБиржи;1449,29;1400,44;1452,92;1400,44;56947742576;;;2;6534374903303,01;RUB;4508662235,702300
SNDX;IMOEX;2014-09-02;Индекс МосБиржи;Индекс МосБиржи;1400,35;1392,27;1401,68;1386,31;20818865093;;;2;6313723045613,47;RUB;4508662235,702300
SNDX;IMOEX;2014-09-01;Индекс МосБиржи;Индекс МосБиржи;1392,4;1401,34;1419,9;1389,77;34518068575;;;2;6277859256745,77;RUB;4508662235,702300
SNDX;IMOEX;2014-08-29;Индекс МосБиржи;Индекс МосБиржи;1400,71;1423,56;1428,72;1400,44;34660154972;;;2;6315320939623,29;RUB;4508662235,702300
SNDX;IMOEX;2014-08-28;Индекс МосБиржи;Индекс МосБиржи;1423,78;1447,54;1447,76;1414,18;43849484690;;;2;6419337314027,56;RUB;4508662235,702300
SNDX;IMOEX;2014-08-27;Индекс МосБиржи;Индекс МосБиржи;1447,91;1444,28;1454,96;1444,28;19549941365;;;2;6528156723375,32;RUB;4508662235,702300
SNDX;IMOEX;2014-08-26;Индекс МосБиржи;Индекс МосБиржи;1443,32;1454,47;1460;1441,42;19706721633;;;2;6507455779142,91;RUB;4508662235,702300
SNDX;IMOEX;2014-08-25;Индекс МосБиржи;Индекс МосБиржи;1454,67;1446,86;1456,72;1446,09;17577741392;;;2;6558630723741,41;RUB;4508662235,702300
SNDX;IMOEX;2014-08-22;Индекс МосБиржи;Индекс МосБиржи;1446,6;1461,79;1463,71;1434,09;28861993115;;;2;6522253115433,8;RUB;4508662235,702300
SNDX;IMOEX;2014-08-21;Индекс МосБиржи;Индекс МосБиржи;1461,75;1447,12;1469,44;1445,48;28439597629;;;2;6590528216157,51;RUB;4508662235,702300
SNDX;IMOEX;2014-08-20;Индекс МосБиржи;Индекс МосБиржи;1447,5;1437,58;1447,5;1432,63;25728795150;;;2;6526296901006,62;RUB;4508662235,702300
SNDX;IMOEX;2014-08-19;Индекс МосБиржи;Индекс МосБиржи;1437,6;1425,18;1441,42;1425,18;25673186641;;;2;6481651396810,93;RUB;4508662235,702300
SNDX;IMOEX;2014-08-18;Индекс МосБиржи;Индекс МосБиржи;1425,18;1418,05;1427,95;1415,35;18156608193;;;2;6425664882271,03;RUB;4508662235,702300
SNDX;IMOEX;2014-08-15;Индекс МосБиржи;Индекс МосБиржи;1417,82;1407,57;1425,76;1400,7;26772144978;;;2;6392466871442,37;RUB;4508662235,702300
SNDX;IMOEX;2014-08-14;Индекс МосБиржи;Индекс МосБиржи;1407,53;1399,07;1412,88;1391,65;32917275901;;;2;6346061682927,05;RUB;4508662235,702300
SNDX;IMOEX;2014-08-13;Индекс МосБиржи;Индекс МосБиржи;1398,85;1373,64;1402,38;1373,27;33763586053;;;2;6306941447520,57;RUB;4508662235,702300
SNDX;IMOEX;2014-08-12;Индекс МосБиржи;Индекс МосБиржи;1374,19;1372,94;1386,2;1368,1;30027011620;;;2;6195754643005,9;RUB;4508662235,702300
SNDX;IMOEX;2014-08-11;Индекс МосБиржи;Индекс МосБиржи;1372,45;1350,42;1379,22;1350,42;31225367926;;;2;6187929554027,43;RUB;4508662235,702300
SNDX;IMOEX;2014-08-08;Индекс МосБиржи;Индекс МосБиржи;1348,21;1332,26;1360,49;1329,1;34479528820;;;2;6078629580593,59;RUB;4508662235,702300
SNDX;IMOEX;2014-08-07;Индекс МосБиржи;Индекс МосБиржи;1333,53;1333,39;1340,84;1306,8;46389687389;;;2;6012422895099,08;RUB;4508662235,702300
SNDX;IMOEX;2014-08-06;Индекс МосБиржи;Индекс МосБиржи;1334,66;1357,33;1362,22;1333,37;44555802086;;;2;6017513533119,65;RUB;4508662235,702300
SNDX;IMOEX;2014-08-05;Индекс МосБиржи;Индекс МосБиржи;1357,89;1379,5;1383,36;1356,2;26258554225;;;2;6122263369324,38;RUB;4508662235,702300
SNDX;IMOEX;2014-08-04;Индекс МосБиржи;Индекс МосБиржи;1378,98;1375,73;1386,43;1365,01;26195753576;;;2;6217358216917,08;RUB;4508662235,702300
SNDX;IMOEX;2014-08-01;Индекс МосБиржи;Индекс МосБиржи;1374,83;1378,03;1378,1;1358,11;33134471815;;;2;6198666221991,83;RUB;4508662235,702300
SNDX;IMOEX;2014-07-31;Индекс МосБиржи;Индекс МосБиржи;1379,61;1383,04;1399,12;1376,48;29121177754;;;2;6220179585134,02;RUB;4508662235,702300
SNDX;IMOEX;2014-07-30;Индекс МосБиржи;Индекс МосБиржи;1382,14;1368,72;1403,6;1359,65;40179117327;;;2;6231580896817,33;RUB;4508662235,702300
SNDX;IMOEX;2014-07-29;Индекс МосБиржи;Индекс МосБиржи;1369,83;1361,22;1380,29;1356,62;35280719684;;;2;6176106230122,06;RUB;4508662235,702300
SNDX;IMOEX;2014-07-28;Индекс МосБиржи;Индекс МосБиржи;1361,94;1387,12;1387,14;1357,03;30461885017;;;2;6140507803885,11;RUB;4508662235,702300
SNDX;IMOEX;2014-07-25;Индекс МосБиржи;Индекс МосБиржи;1388,41;1408,19;1408,19;1386,14;29628586311;;;2;6259875281029,59;RUB;4508662235,702300
SNDX;IMOEX;2014-07-24;Индекс МосБиржи;Индекс МосБиржи;1408,8;1405,58;1410,75;1394,04;25372742027;;;2;6351783470052,68;RUB;4508662235,702300
SNDX;IMOEX;2014-07-23;Индекс МосБиржи;Индекс МосБиржи;1406,58;1406,5;1421,56;1395,74;29647055743;;;2;6341809496909,95;RUB;4508662235,702300
SNDX;IMOEX;2014-07-22;Индекс МосБиржи;Индекс МосБиржи;1405,97;1386,14;1414,21;1386,14;35820774896;;;2;6339040079280,09;RUB;4508662235,702300
SNDX;IMOEX;2014-07-21;Индекс МосБиржи;Индекс МосБиржи;1384,5;1422,53;1424,64;1384,5;39527909818;;;2;6242240077462,93;RUB;4508662235,702300
SNDX;IMOEX;2014-07-18;Индекс МосБиржи;Индекс МосБиржи;1422,53;1440,54;1440,54;1410,48;40033266979;;;2;6413710020809,31;RUB;4508662235,702300
SNDX;IMOEX;2014-07-17;Индекс МосБиржи;Индекс МосБиржи;1440,63;1470,83;1470,83;1429,08;46983315494;;;2;6495297231665,95;RUB;4508662235,702300
SNDX;IMOEX;2014-07-16;Индекс МосБиржи;Индекс МосБиржи;1474,72;1475,68;1482,6;1459,08;31471423221;;;2;6649014803543,48;RUB;4508662235,702300
SNDX;IMOEX;2014-07-15;Индекс МосБиржи;Индекс МосБиржи;1475,77;1482,23;1487,49;1471,95;31348119170;;;2;6653730932218,92;RUB;4508662235,702300
SNDX;IMOEX;2014-07-14;Индекс МосБиржи;Индекс МосБиржи;1483,41;1500,29;1502,68;1482,63;25874350380;;;2;6688204369898,62;RUB;4508662235,702300
SNDX;IMOEX;2014-07-11;Индекс МосБиржи;Индекс МосБиржи;1499,82;1495,01;1502,23;1488,84;27280591834;;;2;6762191289526,07;RUB;4508662235,702300
