history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
RTSI;RTSI;2015-12-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;777,17;789,83;789,83;771,16;381905566,09;;;2;114287496508,1952;USD;147056101,562500
RTSI;RTSI;2015-12-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;792,78;787,99;799,3;783,54;431454272,51;;;2;116583749404,6171;USD;147056101,562500
RTSI;RTSI;2015-12-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;792,41;780,26;795,88;780,26;488637348,3;;;2;116528235065,9264;USD;147056101,562500
RTSI;RTSI;2015-12-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;777,15;789,42;791,95;772,76;573048085,27;;;2;114284155727,5515;USD;147056101,562500
RTSI;RTSI;2015-12-07;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;793,36;812,37;813,66;791,21;452884538,15;;;2;116667907761,4123;USD;147056101,562500
RTSI;RTSI;2015-12-04;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;811,72;831,48;839,53;804,99;561872244,71;;;2;119367902876,4838;USD;147056101,562500
RTSI;RTSI;2015-12-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;826,96;827,59;834,15;819,09;461821289,46;;;2;121609080831,1404;USD;147056101,562500
RTSI;RTSI;2015-12-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;833,94;839,64;847,88;826,81;425951512,42;;;2;122636684422,4152;USD;147056101,562500
RTSI;RTSI;2015-12-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;839,14;845,86;850,37;833,9;447312028,74;;;2;123401253753,6849;USD;147056101,562500
RTSI;RTSI;2015-11-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;847,1;851,78;857,08;841;531435630,26;;;2;124571240260,9209;USD;147056101,562500
RTSI;RTSI;2015-11-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;856,3;873,67;873,67;851,29;464450454,35;;;2;125923615204,0052;USD;147056101,562500
RTSI;RTSI;2015-11-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;874,66;881,46;889,54;867,83;429210334,53;;;2;128624601300,307;USD;147056101,562500
RTSI;RTSI;2015-11-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;878,89;870,82;881,63;868,05;543320623,37;;;2;129245593521,0054;USD;147056101,562500
RTSI;RTSI;2015-11-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;867,54;894,46;901,22;856,02;823167346,36;;;2;127577747423,6782;USD;147056101,562500
RTSI;RTSI;2015-11-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;897,56;887,08;902,91;871,71;717408541,35;;;2;131991084252,6842;USD;147056101,562500
RTSI;RTSI;2015-11-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;888,36;881,76;893,38;872,04;526394884,87;;;2;130638752240,5715;USD;147056101,562500
RTSI;RTSI;2015-11-19;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;883,82;885,43;896,8;873,73;832298958,85;;;2;129971469549,4295;USD;147056101,562500
RTSI;RTSI;2015-11-18;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;876,56;864,05;884,05;864,05;677938997,58;;;2;129769195966,0469;USD;148043868,977800
RTSI;RTSI;2015-11-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;862,44;834,47;864,83;834,47;776609556,14;;;2;127678820938,0416;USD;148043868,977800
RTSI;RTSI;2015-11-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;824,17;815,25;837,52;814,73;449498789,16;;;2;122013829279,3205;USD;148043868,977800
RTSI;RTSI;2015-11-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;814,93;824,54;826,33;812,56;445552168,02;;;2;120645452015,2036;USD;148043868,977800
RTSI;RTSI;2015-11-12;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;831,95;839,87;842,7;826,34;434066427,29;;;2;123165799899,1393;USD;148043868,977800
RTSI;RTSI;2015-11-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;845,72;852,72;858,62;842,85;417478802,61;;;2;125203728452,9027;USD;148043868,977800
RTSI;RTSI;2015-11-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;854,08;853,02;859,6;846,98;380995007,52;;;2;126441141629,919;USD;148043868,977800
RTSI;RTSI;2015-11-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;855,26;856,4;863,23;849,73;373658700,39;;;2;126616552268,8743;USD;148043868,977800
RTSI;RTSI;2015-11-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;854,34;878,12;879,19;850,41;502725532,24;;;2;126480315290,1377;USD;148043868,977800
RTSI;RTSI;2015-11-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;877,26;889,16;890,51;875,14;610952360,63;;;2;129873072460,4808;USD;148043868,977800
RTSI;RTSI;2015-11-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;886,36;856,05;887,63;854,87;600139229,71;;;2;131220515613,821;USD;148043868,977800
RTSI;RTSI;2015-11-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;853,77;843,79;854,29;838,9;425047895,55;;;2;126395456958,5976;USD;148043868,977800
RTSI;RTSI;2015-10-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;845,54;837,79;847,4;831,2;401501026,11;;;2;125176348361,9081;USD;148043868,977800
RTSI;RTSI;2015-10-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;839,57;852,66;852,66;834,53;456045266,42;;;2;124292663908,083;USD;148043868,977800
RTSI;RTSI;2015-10-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;854,74;837,38;857,02;824,83;525917010,16;;;2;126538615253,5342;USD;148043868,977800
RTSI;RTSI;2015-10-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;839,26;856,04;856,04;826,53;582123097,88;;;2;124247682977,6108;USD;148043868,977800
RTSI;RTSI;2015-10-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;858,01;873,36;876,93;851,03;604592979,14;;;2;127023046700,8312;USD;148043868,977800
RTSI;RTSI;2015-10-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;872,86;863,6;883,31;863,6;596610934,76;;;2;129221783035,4559;USD;148043868,977800
RTSI;RTSI;2015-10-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;860,75;855,32;867,07;853,78;440442112,48;;;2;127428661897,2863;USD;148043868,977800
RTSI;RTSI;2015-10-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;856,88;873,32;873,32;851,98;516411894,45;;;2;126855371611,9362;USD;148043868,977800
RTSI;RTSI;2015-10-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;875,55;868,4;879,46;861,31;547567336,49;;;2;129620519490,2506;USD;148043868,977800
RTSI;RTSI;2015-10-19;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;868,72;881,59;885,73;861,23;502982880,73;;;2;128608334256,5287;USD;148043868,977800
RTSI;RTSI;2015-10-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;881,19;885,56;897,75;876,07;590692751,99;;;2;130455290920,2622;USD;148043868,977800
RTSI;RTSI;2015-10-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;876,23;867,08;885,94;867,08;565754026,81;;;2;129719853366,6113;USD;148043868,977800
RTSI;RTSI;2015-10-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;863,31;858,61;868,73;848,92;502004302,35;;;2;127807104015,4233;USD;148043868,977800
RTSI;RTSI;2015-10-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;866,52;866,35;867,56;851,61;449542798,63;;;2;128283069548,9451;USD;148043868,977800
RTSI;RTSI;2015-10-12;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;876,42;883,32;895,12;871,55;640867630,63;;;2;129749045780,5799;USD;148043868,977800
RTSI;RTSI;2015-10-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;885,96;865,67;890,38;865,67;967896609,77;;;2;131161470585,0986;USD;148043868,977800
RTSI;RTSI;2015-10-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;856,44;841,97;859,27;837,96;732767654,06;;;2;126790902600,1121;USD;148043868,977800
RTSI;RTSI;2015-10-07;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;844,12;831,17;852,44;831,17;727927991,23;;;2;124966324977,9985;USD;148043868,977800
RTSI;RTSI;2015-10-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;826,65;804,65;826,65;796,58;475923489,58;;;2;122379883647,1584;USD;148043868,977800
RTSI;RTSI;2015-10-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;805,12;769,9;806,43;769,9;488580645,75;;;2;119193812862,7839;USD;148043868,977800
RTSI;RTSI;2015-10-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;764,93;781,43;781,86;759,99;387077474,76;;;2;113242774191,5277;USD;148043868,977800
RTSI;RTSI;2015-10-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;781,65;791,88;798,98;777,58;428943249,66;;;2;115718716383,3963;USD;148043868,977800
RTSI;RTSI;2015-09-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;789,73;784,14;797,3;783,48;450818646,85;;;2;116913956967,3212;USD;148043868,977800
RTSI;RTSI;2015-09-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;784,11;769,31;785,7;763,55;374155236,64;;;2;116083071013,8157;USD;148043868,977800
RTSI;RTSI;2015-09-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;775,73;788,77;791,44;774,23;371167656,53;;;2;114842614177,056;USD;148043868,977800
RTSI;RTSI;2015-09-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;788,55;771,56;791,29;771,56;432685561,95;;;2;116739747481,6665;USD;148043868,977800
RTSI;RTSI;2015-09-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;769,38;779,73;779,73;762,12;538898331,48;;;2;113901789594,1346;USD;148043868,977800
RTSI;RTSI;2015-09-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;782,07;792,2;796,73;781,88;524377008,96;;;2;115780298596,0064;USD;148043868,977800
RTSI;RTSI;2015-09-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;789,56;810,77;812,09;783,6;527550644,61;;;2;116889804738,2264;USD;148043868,977800
RTSI;RTSI;2015-09-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;808,78;814,53;821,38;807,1;366364641,33;;;2;119734228199,7882;USD;148043868,977800
RTSI;RTSI;2015-09-18;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;816,56;828,77;835,07;812,02;508535637;;;2;120886443657,0695;USD;148043868,977800
RTSI;RTSI;2015-09-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;823,13;836,45;837,82;823,13;348855751,76;;;2;121859574747,5065;USD;148043868,977800
RTSI;RTSI;2015-09-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;837,39;811,42;840,08;811,42;481309901,68;;;2;123969951392,4346;USD;148043868,977800
RTSI;RTSI;2015-09-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;807,52;807,34;813,65;805,28;339302286,08;;;2;120116989769,2628;USD;148748222,431700
RTSI;RTSI;2015-09-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;808,61;797,63;811,99;796,81;339930988,06;;;2;120279872718,6253;USD;148748222,431700
RTSI;RTSI;2015-09-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;799,1;800,49;801,91;791,71;295134415,35;;;2;118864563169,5708;USD;148748222,431700
RTSI;RTSI;2015-09-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;800,49;789,47;801,57;785,85;379231853,34;;;2;119071303804,0545;USD;148748222,431700
RTSI;RTSI;2015-09-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;796,69;797,38;808,42;796,47;376095809,99;;;2;118506355319,0077;USD;148748222,431700
